,county,state,count
968,Geary,Kansas,61
969,Geauga,Ohio,81
970,Gem,Idaho,70
971,Genesee,Michigan,78
972,Genesee,New York,77
973,Geneva,Alabama,54
974,Gentry,Missouri,60
975,George,Mississippi,76
976,Georgetown,South Carolina,74
977,Gibson,Indiana,73
978,Gibson,Tennessee,75
979,Gila,Arizona,69
980,Gilchrist,Florida,59
981,Giles,Tennessee,67
982,Giles,Virginia,60
983,Gillespie,Texas,64
984,Gilmer,Georgia,67
985,Gilmer,West Virginia,41
986,Gilpin,Colorado,57
987,Glacier,Montana,63
988,Glades,Florida,68
989,Gladwin,Michigan,75
990,Glascock,Georgia,29
991,Glasscock,Texas,36
992,Glenn,California,69
993,Gloucester,New Jersey,80
994,Gloucester,Virginia,77
995,Glynn,Georgia,78
996,Gogebic,Michigan,71
997,Golden Valley,Montana,55
998,Goliad,Texas,64
999,Gonzales,Texas,65
1000,Goochland,Virginia,80
1001,Goodhue,Minnesota,72
1002,Gooding,Idaho,65
1003,Gordon,Georgia,84
1004,Goshen,Wyoming,70
1005,Gosper,Nebraska,69
1006,Gove,Kansas,70
1007,Grady,Georgia,66
1008,Grady,Oklahoma,78
1009,Grafton,New Hampshire,95
1010,Graham,Arizona,83
1011,Graham,North Carolina,38
1012,Grainger,Tennessee,65
1013,Grand,Colorado,78
1014,Grand,Utah,63
1015,Grand Forks,North Dakota,67
1016,Grand Isle,Vermont,59
1017,Grand Traverse,Michigan,75
1018,Grant,Arkansas,78
1019,Grant,Indiana,77
1020,Grant,Kansas,42
1021,Grant,Kentucky,69
1022,Grant,Louisiana,74
1023,Grant,Minnesota,34
1024,Grant,New Mexico,65
1025,Grant,North Dakota,66
1026,Grant,Oklahoma,63
1027,Grant,Oregon,77
1028,Grant,South Dakota,30
1029,Grant,Washington,84
1030,Grant,West Virginia,54
1031,Grant,Wisconsin,72
1032,Granville,North Carolina,75
1033,Gratiot,Michigan,70
1034,Graves,Kentucky,66
1035,Gray,Kansas,43
1036,Gray,Texas,65
1037,Grays Harbor,Washington,85
1038,Grayson,Kentucky,72
1039,Grayson,Texas,73
1040,Grayson,Virginia,38
1041,Greeley,Nebraska,43
1042,Green,Kentucky,59
1043,Green,Wisconsin,77
1044,Green Lake,Wisconsin,53
1045,Greenbrier,West Virginia,70
1046,Greene,Alabama,70
1047,Greene,Arkansas,78
1048,Greene,Georgia,73
1049,Greene,Illinois,56
1050,Greene,Indiana,68
1051,Greene,Iowa,59
1052,Greene,Mississippi,60
1053,Greene,Missouri,85
1054,Greene,New York,82
1055,Greene,North Carolina,70
1056,Greene,Ohio,75
1057,Greene,Pennsylvania,72
1058,Greene,Tennessee,77
1059,Greene,Virginia,71
1060,Greenlee,Arizona,67
1061,Greensville,Virginia,68
1062,Greenup,Kentucky,61
1063,Greenville,South Carolina,82
1064,Greenwood,Kansas,62
1065,Greenwood,South Carolina,76
1066,Greer,Oklahoma,65
1067,Gregg,Texas,86
1068,Gregory,South Dakota,5
1069,Grenada,Mississippi,76
1070,Griggs,North Dakota,14
1071,Grimes,Texas,72
1072,Grundy,Illinois,73
1073,Grundy,Iowa,62
1074,Grundy,Missouri,13
1075,Grundy,Tennessee,73
1076,Guadalupe,New Mexico,48
1077,Guadalupe,Texas,72
1078,Guernsey,Ohio,64
1079,Guilford,North Carolina,79
1080,Gulf,Florida,65
1081,Gunnison,Colorado,87
1082,Guthrie,Iowa,67
1083,Gwinnett,Georgia,90
1084,Habersham,Georgia,70
1085,Hale,Alabama,67
1086,Hale,Texas,72
1087,Halifax,North Carolina,68
1088,Halifax,Virginia,73
1089,Hall,Georgia,81
1090,Hall,Nebraska,71
1091,Hall,Texas,16
1092,Hamblen,Tennessee,77
1093,Hamilton,Florida,60
1094,Hamilton,Illinois,48
1095,Hamilton,Indiana,82
1096,Hamilton,Iowa,61
1097,Hamilton,Kansas,55
1098,Hamilton,Nebraska,64
1099,Hamilton,New York,79
1100,Hamilton,Ohio,78
1101,Hamilton,Tennessee,84
1102,Hamilton,Texas,59
1103,Hamlin,South Dakota,69
1104,Hampden,Massachusetts,82
1105,Hampshire,Massachusetts,78
1106,Hampshire,West Virginia,58
1107,Hampton,South Carolina,64
1108,Hampton city,Virginia,71
1109,Hancock,Georgia,59
1110,Hancock,Illinois,58
1111,Hancock,Indiana,76
1112,Hancock,Iowa,74
1113,Hancock,Kentucky,66
1114,Hancock,Maine,65
1115,Hancock,Mississippi,81
1116,Hancock,Ohio,75
1117,Hancock,Tennessee,17
1118,Hancock,West Virginia,70
1119,Hand,South Dakota,40
1120,Hanover,Virginia,85
1121,Hansford,Texas,59
1122,Hanson,South Dakota,2
1123,Haralson,Georgia,71
1124,Hardee,Florida,65
1125,Hardeman,Tennessee,69
1126,Hardeman,Texas,13
1127,Hardin,Illinois,45
1128,Hardin,Iowa,70
1129,Hardin,Kentucky,75
1130,Hardin,Ohio,64
1131,Hardin,Tennessee,73
1132,Hardin,Texas,72
1133,Harding,New Mexico,43
1134,Hardy,West Virginia,66
1135,Harford,Maryland,89
1136,Harlan,Kentucky,29
1137,Harlan,Nebraska,7
1138,Harnett,North Carolina,83
1139,Harney,Oregon,38
1140,Harper,Kansas,36
1141,Harper,Oklahoma,48
1142,Harris,Georgia,74
1143,Harris,Texas,92
1144,Harrison,Indiana,76
1145,Harrison,Iowa,84
1146,Harrison,Kentucky,89
1147,Harrison,Mississippi,80
1148,Harrison,Missouri,66
1149,Harrison,Ohio,51
1150,Harrison,Texas,70
1151,Harrison,West Virginia,73
1152,Harrisonburg city,Virginia,84
1153,Hart,Georgia,70
1154,Hart,Kentucky,59
1155,Hartford,Connecticut,83
1156,Hartley,Texas,46
1157,Harvey,Kansas,70
1158,Haskell,Kansas,46
1159,Haskell,Oklahoma,49
1160,Haskell,Texas,21
1161,Hawaii,Hawaii,80
1162,Hawkins,Tennessee,72
1163,Hays,Texas,83
1164,Haywood,North Carolina,63
1165,Haywood,Tennessee,68
1166,Heard,Georgia,77
1167,Hemphill,Texas,62
1168,Hempstead,Arkansas,68
1169,Henderson,Illinois,49
1170,Henderson,Kentucky,78
1171,Henderson,North Carolina,75
1172,Henderson,Tennessee,61
1173,Henderson,Texas,68
1174,Hendricks,Indiana,89
1175,Hendry,Florida,69
1176,Hennepin,Minnesota,85
1177,Henrico,Virginia,80
1178,Henry,Alabama,63
1179,Henry,Georgia,84
1180,Henry,Illinois,70
1181,Henry,Indiana,70
1182,Henry,Iowa,76
1183,Henry,Kentucky,66
1184,Henry,Missouri,84
1185,Henry,Ohio,58
1186,Henry,Tennessee,68
1187,Henry,Virginia,67
1188,Herkimer,New York,85
1189,Hernando,Florida,78
1190,Hertford,North Carolina,72
1191,Hickman,Kentucky,45
1192,Hickman,Tennessee,65
1193,Hidalgo,New Mexico,18
1194,Hidalgo,Texas,73
1195,Highland,Ohio,73
1196,Highland,Virginia,44
1197,Highlands,Florida,76
1198,Hill,Montana,72
1199,Hill,Texas,67
1200,Hillsborough,Florida,96
1201,Hillsborough,New Hampshire,82
1202,Hillsdale,Michigan,73
1203,Hinds,Mississippi,82
1204,Hinsdale,Colorado,76
1205,Hitchcock,Nebraska,36
1206,Hocking,Ohio,55
1207,Hockley,Texas,77
1208,Hodgeman,Kansas,14
1209,Hoke,North Carolina,79
1210,Holmes,Florida,67
1211,Holmes,Mississippi,78
1212,Holmes,Ohio,67
1213,Holt,Missouri,51
1214,Holt,Nebraska,33
1215,Honolulu,Hawaii,91
1216,Hood,Texas,70
1217,Hood River,Oregon,74
1218,Hopewell city,Virginia,69
1219,Hopkins,Kentucky,71
1220,Hopkins,Texas,72
1221,Horry,South Carolina,82
1222,Hot Spring,Arkansas,73
1223,Hot Springs,Wyoming,71
1224,Houghton,Michigan,67
1225,Houston,Alabama,74
1226,Houston,Georgia,79
1227,Houston,Minnesota,61
1228,Houston,Tennessee,75
1229,Houston,Texas,47
1230,Howard,Arkansas,71
1231,Howard,Indiana,86
1232,Howard,Iowa,62
1233,Howard,Maryland,82
1234,Howard,Missouri,59
1235,Howard,Nebraska,50
1236,Howard,Texas,56
1237,Howell,Missouri,64
1238,Hubbard,Minnesota,13
1239,Hudson,New Jersey,88
1240,Hudspeth,Texas,10
1241,Huerfano,Colorado,73
1242,Hughes,Oklahoma,7
1243,Hughes,South Dakota,74
1244,Humboldt,California,106
1245,Humboldt,Iowa,45
1246,Humboldt,Nevada,69
1247,Humphreys,Mississippi,77
1248,Humphreys,Tennessee,66
1249,Hunt,Texas,72
1250,Hunterdon,New Jersey,81
1251,Huntingdon,Pennsylvania,69
1252,Huntington,Indiana,70
1253,Huron,Michigan,70
1254,Huron,Ohio,79
1255,Hutchinson,South Dakota,69
1256,Hutchinson,Texas,62
1257,Hyde,North Carolina,37
1258,Hyde,South Dakota,53
1259,Iberia,Louisiana,78
1260,Iberville,Louisiana,78
1261,Ida,Iowa,24
1262,Idaho,Idaho,72
1263,Imperial,California,77
1264,Independence,Arkansas,78
1265,Indian River,Florida,78
1266,Indiana,Pennsylvania,71
1267,Ingham,Michigan,85
1268,Inyo,California,72
1269,Ionia,Michigan,71
1270,Iosco,Michigan,72
1271,Iowa,Iowa,70
1272,Iowa,Wisconsin,72
1273,Iredell,North Carolina,80
1274,Irion,Texas,3
1275,Iron,Michigan,3
1276,Iron,Missouri,55
1277,Iron,Utah,74
1278,Iron,Wisconsin,70
1279,Iroquois,Illinois,70
1280,Irwin,Georgia,73
1281,Isabella,Michigan,73
1282,Isanti,Minnesota,68
1283,Island,Washington,86
1284,Isle of Wight,Virginia,76
1285,Itasca,Minnesota,67
1286,Itawamba,Mississippi,76
1287,Izard,Arkansas,60
1288,Jack,Texas,57
1289,Jackson,Alabama,77
1290,Jackson,Arkansas,53
1291,Jackson,Florida,78
1292,Jackson,Georgia,72
1293,Jackson,Illinois,79
1294,Jackson,Indiana,73
1295,Jackson,Iowa,67
1296,Jackson,Kansas,75
1297,Jackson,Kentucky,58
1298,Jackson,Louisiana,72
1299,Jackson,Michigan,80
1300,Jackson,Minnesota,76
1301,Jackson,Mississippi,80
1302,Jackson,Missouri,80
1303,Jackson,North Carolina,53
1304,Jackson,Ohio,58
1305,Jackson,Oklahoma,83
1306,Jackson,Oregon,90
1307,Jackson,South Dakota,12
1308,Jackson,Tennessee,64
1309,Jackson,Texas,71
1310,Jackson,West Virginia,77
1311,Jackson,Wisconsin,67
1312,James City,Virginia,85
1313,Jasper,Georgia,73
1314,Jasper,Illinois,62
1315,Jasper,Indiana,72
1316,Jasper,Iowa,73
1317,Jasper,Mississippi,65
1318,Jasper,Missouri,76
1319,Jasper,South Carolina,76
1320,Jasper,Texas,64
1321,Jay,Indiana,65
1322,Jeff Davis,Georgia,60
1323,Jefferson,Alabama,84
1324,Jefferson,Arkansas,86
1325,Jefferson,Colorado,92
1326,Jefferson,Florida,62
1327,Jefferson,Georgia,67
1328,Jefferson,Idaho,72
1329,Jefferson,Illinois,60
1330,Jefferson,Indiana,66
1331,Jefferson,Iowa,64
1332,Jefferson,Kansas,71
1333,Jefferson,Kentucky,89
1334,Jefferson,Louisiana,88
1335,Jefferson,Mississippi,70
1336,Jefferson,Missouri,73
1337,Jefferson,Montana,73
1338,Jefferson,Nebraska,40
1339,Jefferson,New York,79
1340,Jefferson,Ohio,71
1341,Jefferson,Oklahoma,60
1342,Jefferson,Oregon,52
1343,Jefferson,Pennsylvania,59
1344,Jefferson,Tennessee,84
1345,Jefferson,Texas,73
1346,Jefferson,Washington,91
1347,Jefferson,West Virginia,80
1348,Jefferson,Wisconsin,77
1349,Jefferson Davis,Louisiana,72
1350,Jefferson Davis,Mississippi,57
1351,Jenkins,Georgia,69
1352,Jennings,Indiana,79
1353,Jerauld,South Dakota,57
1354,Jerome,Idaho,67
1355,Jersey,Illinois,63
1356,Jessamine,Kentucky,75
1357,Jewell,Kansas,62
1358,Jim Hogg,Texas,43
1359,Jim Wells,Texas,64
1360,Jo Daviess,Illinois,75
1361,Johnson,Arkansas,69
1362,Johnson,Georgia,67
1363,Johnson,Illinois,53
1364,Johnson,Indiana,86
1365,Johnson,Iowa,89
1366,Johnson,Kansas,90
1367,Johnson,Kentucky,61
1368,Johnson,Missouri,76
1369,Johnson,Nebraska,61
1370,Johnson,Tennessee,69
1371,Johnson,Texas,78
1372,Johnson,Wyoming,71
1373,Johnston,North Carolina,85
1374,Johnston,Oklahoma,52
1375,Jones,Georgia,72
1376,Jones,Iowa,67
1377,Jones,Mississippi,78
1378,Jones,North Carolina,57
1379,Jones,Texas,58
1380,Josephine,Oregon,76
1381,Juab,Utah,63
1382,Juneau,Wisconsin,72
1383,Juneau City and Borough,Alaska,74
1384,Juniata,Pennsylvania,73
1385,Kalamazoo,Michigan,74
1386,Kalkaska,Michigan,73
1387,Kanabec,Minnesota,35
1388,Kanawha,West Virginia,77
1389,Kandiyohi,Minnesota,71
1390,Kane,Illinois,87
1391,Kane,Utah,64
1392,Kankakee,Illinois,79
1393,Kansas City,Missouri,77
1394,Karnes,Texas,71
1395,Kauai,Hawaii,83
1396,Kaufman,Texas,72
1397,Kay,Oklahoma,82
1398,Kearney,Nebraska,71
1399,Kearny,Kansas,54
1400,Keith,Nebraska,34
1401,Kemper,Mississippi,70
1402,Kenai Peninsula Borough,Alaska,79
1403,Kendall,Illinois,79
1404,Kendall,Texas,72
1405,Kennebec,Maine,80
1406,Kenosha,Wisconsin,80
1407,Kent,Delaware,79
1408,Kent,Maryland,72
1409,Kent,Michigan,85
1410,Kent,Rhode Island,72
1411,Kenton,Kentucky,79
1412,Keokuk,Iowa,69
1413,Kern,California,80
1414,Kerr,Texas,65
1415,Kershaw,South Carolina,91
1416,Ketchikan Gateway Borough,Alaska,80
1417,Kewaunee,Wisconsin,60
1418,Kimball,Nebraska,66
1419,Kimble,Texas,28
1420,King,Washington,98
1421,King George,Virginia,71
1422,King William,Virginia,67
1423,King and Queen,Virginia,66
1424,Kingfisher,Oklahoma,64
1425,Kings,California,70
1426,Kingsbury,South Dakota,7
1427,Kinney,Texas,6
1428,Kiowa,Kansas,43
1429,Kiowa,Oklahoma,64
1430,Kit Carson,Colorado,71
1431,Kitsap,Washington,89
1432,Kittitas,Washington,90
1433,Kittson,Minnesota,48
1434,Klamath,Oregon,90
1435,Kleberg,Texas,68
1436,Klickitat,Washington,83
1437,Knott,Kentucky,55
1438,Knox,Illinois,68
1439,Knox,Indiana,68
1440,Knox,Kentucky,57
1441,Knox,Maine,74
1442,Knox,Nebraska,80
1443,Knox,Ohio,74
1444,Knox,Tennessee,85
1445,Knox,Texas,59
1446,Kodiak Island Borough,Alaska,50
1447,Koochiching,Minnesota,64
1448,Kootenai,Idaho,77
1449,Kosciusko,Indiana,70
1450,Kossuth,Iowa,75
1451,La Crosse,Wisconsin,79
1452,La Paz,Arizona,71
1453,La Plata,Colorado,74
1454,La Salle,Texas,50
1455,LaGrange,Indiana,70
1456,LaPorte,Indiana,83
1457,LaSalle,Illinois,79
1458,LaSalle,Louisiana,71
1459,Labette,Kansas,66
1460,Lac qui Parle,Minnesota,74
1461,Lackawanna,Pennsylvania,79
1462,Laclede,Missouri,27
1463,Lafayette,Arkansas,63
1464,Lafayette,Florida,58
1465,Lafayette,Louisiana,78
1466,Lafayette,Mississippi,77
1467,Lafayette,Missouri,74
1468,Lafayette,Wisconsin,59
1469,Lafourche,Louisiana,83
1470,Lake,California,60
1471,Lake,Colorado,66
1472,Lake,Florida,81
1473,Lake,Illinois,86
1474,Lake,Indiana,80
1475,Lake,Michigan,55
1476,Lake,Minnesota,29
1477,Lake,Montana,70
1478,Lake,Ohio,80
1479,Lake,Oregon,9
1480,Lake,South Dakota,64
1481,Lake,Tennessee,53
1482,Lamar,Alabama,77
1483,Lamar,Georgia,77
1484,Lamar,Mississippi,74
1485,Lamar,Texas,72
1486,Lamb,Texas,69
1487,Lamoille,Vermont,72
1488,Lampasas,Texas,63
1489,Lancaster,Nebraska,77
1490,Lancaster,Pennsylvania,78
1491,Lancaster,South Carolina,86
1492,Lancaster,Virginia,69
1493,Lander,Nevada,45
1494,Lane,Kansas,14
1495,Lane,Oregon,80
1496,Langlade,Wisconsin,15
1497,Lanier,Georgia,65
1498,Lapeer,Michigan,73
1499,Laramie,Wyoming,80
1500,Larimer,Colorado,88
1501,Larue,Kentucky,70
1502,Las Animas,Colorado,63
1503,Lassen,California,13
1504,Latah,Idaho,65
1505,Latimer,Oklahoma,70
1506,Lauderdale,Alabama,77
1507,Lauderdale,Mississippi,71
1508,Lauderdale,Tennessee,65
1509,Laurel,Kentucky,72
1510,Laurens,Georgia,78
1511,Laurens,South Carolina,69
1512,Lavaca,Texas,79
1513,Lawrence,Alabama,72
1514,Lawrence,Arkansas,73
1515,Lawrence,Illinois,59
1516,Lawrence,Indiana,73
1517,Lawrence,Kentucky,66
1518,Lawrence,Mississippi,77
1519,Lawrence,Missouri,33
1520,Lawrence,Ohio,72
1521,Lawrence,Pennsylvania,72
1522,Lawrence,South Dakota,70
1523,Lawrence,Tennessee,67
1524,Le Flore,Oklahoma,69
1525,Le Sueur,Minnesota,75
1526,Lea,New Mexico,76
1527,Leake,Mississippi,76
1528,Leavenworth,Kansas,79
1529,Lebanon,Pennsylvania,78
1530,Lee,Alabama,82
1531,Lee,Arkansas,65
1532,Lee,Florida,91
1533,Lee,Georgia,86
1534,Lee,Illinois,62
1535,Lee,Iowa,62
1536,Lee,Kentucky,8
1537,Lee,Mississippi,77
1538,Lee,North Carolina,75
1539,Lee,South Carolina,79
1540,Lee,Texas,64
1541,Lee,Virginia,75
1542,Leelanau,Michigan,84
1543,Leflore,Mississippi,84
1544,Lehigh,Pennsylvania,82
1545,Lemhi,Idaho,41
1546,Lenawee,Michigan,72
1547,Lenoir,North Carolina,72
1548,Leon,Florida,79
1549,Leon,Texas,67
1550,Leslie,Kentucky,61
1551,Letcher,Kentucky,61
1552,Levy,Florida,70
1553,Lewis,Kentucky,68
1554,Lewis,Missouri,48
1555,Lewis,New York,68
1556,Lewis,Tennessee,72
1557,Lewis,Washington,82
1558,Lewis,West Virginia,60
1559,Lewis and Clark,Montana,84
1560,Lexington,South Carolina,83
1561,Lexington city,Virginia,63
1562,Liberty,Florida,56
1563,Liberty,Georgia,74
1564,Liberty,Montana,66
1565,Liberty,Texas,72
1566,Licking,Ohio,76
1567,Limestone,Alabama,84
1568,Limestone,Texas,72
1569,Lincoln,Arkansas,81
1570,Lincoln,Colorado,70
1571,Lincoln,Georgia,77
1572,Lincoln,Idaho,69
1573,Lincoln,Kentucky,64
1574,Lincoln,Louisiana,74
1575,Lincoln,Maine,82
1576,Lincoln,Minnesota,70
1577,Lincoln,Mississippi,76
1578,Lincoln,Missouri,70
1579,Lincoln,Montana,71
1580,Lincoln,Nebraska,79
1581,Lincoln,Nevada,28
1582,Lincoln,New Mexico,62
1583,Lincoln,North Carolina,79
1584,Lincoln,Oklahoma,71
1585,Lincoln,Oregon,72
1586,Lincoln,South Dakota,72
1587,Lincoln,Tennessee,73
1588,Lincoln,Washington,82
1589,Lincoln,West Virginia,52
1590,Lincoln,Wisconsin,35
1591,Lincoln,Wyoming,63
1592,Linn,Iowa,76
1593,Linn,Kansas,78
1594,Linn,Missouri,63
1595,Linn,Oregon,86
1596,Lipscomb,Texas,38
1597,Litchfield,Connecticut,85
1598,Little River,Arkansas,20
1599,Live Oak,Texas,65
1600,Livingston,Illinois,75
1601,Livingston,Kentucky,52
1602,Livingston,Louisiana,78
1603,Livingston,Michigan,78
1604,Livingston,Missouri,67
1605,Livingston,New York,79
1606,Llano,Texas,72
1607,Logan,Arkansas,60
1608,Logan,Colorado,74
1609,Logan,Illinois,64
1610,Logan,Kentucky,74
1611,Logan,Ohio,74
1612,Logan,Oklahoma,78
1613,Logan,West Virginia,72
1614,Long,Georgia,72
1615,Lonoke,Arkansas,71
1616,Lorain,Ohio,83
1617,Los Alamos,New Mexico,62
1618,Los Angeles,California,131
1619,Loudon,Tennessee,75
1620,Loudoun,Virginia,87
1621,Louisa,Iowa,63
1622,Louisa,Virginia,75
1623,Love,Oklahoma,67
1624,Lowndes,Alabama,71
1625,Lowndes,Georgia,86
1626,Lowndes,Mississippi,76
1627,Lubbock,Texas,80
1628,Lucas,Iowa,19
1629,Lucas,Ohio,82
1630,Luce,Michigan,63
1631,Lumpkin,Georgia,76
1632,Luna,New Mexico,56
1633,Lunenburg,Virginia,59
1634,Luzerne,Pennsylvania,82
1635,Lycoming,Pennsylvania,72
1636,Lyman,South Dakota,74
1637,Lynchburg city,Virginia,71
1638,Lynn,Texas,69
1639,Lyon,Iowa,63
1640,Lyon,Kansas,74
1641,Lyon,Kentucky,80
1642,Lyon,Minnesota,66
1643,Lyon,Nevada,72
1644,Mackinac,Michigan,65
1645,Macomb,Michigan,84
1646,Macon,Alabama,68
1647,Macon,Georgia,73
1648,Macon,Illinois,69
1649,Macon,Missouri,67
1650,Macon,North Carolina,64
1651,Macon,Tennessee,71
1652,Macoupin,Illinois,64
1653,Madera,California,90
1654,Madison,Alabama,80
1655,Madison,Arkansas,58
1656,Madison,Florida,65
1657,Madison,Georgia,74
1658,Madison,Idaho,80
1659,Madison,Illinois,79
1660,Madison,Indiana,79
1661,Madison,Iowa,65
1662,Madison,Kentucky,76
1663,Madison,Louisiana,71
1664,Madison,Mississippi,79
1665,Madison,Missouri,60
1666,Madison,Montana,78
1667,Madison,Nebraska,74
1668,Madison,New York,75
1669,Madison,North Carolina,41
1670,Madison,Ohio,74
1671,Madison,Tennessee,73
1672,Madison,Texas,57
1673,Madison,Virginia,72
1674,Magoffin,Kentucky,20
1675,Mahaska,Iowa,71
1676,Mahnomen,Minnesota,70
1677,Mahoning,Ohio,80
1678,Major,Oklahoma,63
1679,Malheur,Oregon,66
1680,Manassas Park city,Virginia,68
1681,Manassas city,Virginia,72
1682,Manatee,Florida,96
1683,Manistee,Michigan,73
1684,Manitowoc,Wisconsin,62
1685,Marathon,Wisconsin,77
1686,Marengo,Alabama,71
1687,Maricopa,Arizona,131
1688,Maries,Missouri,67
1689,Marin,California,100
1690,Marinette,Wisconsin,70
1691,Marion,Alabama,76
1692,Marion,Arkansas,56
1693,Marion,Florida,76
1694,Marion,Georgia,63
1695,Marion,Illinois,67
1696,Marion,Indiana,91
1697,Marion,Iowa,60
1698,Marion,Kansas,63
1699,Marion,Kentucky,67
1700,Marion,Mississippi,74
1701,Marion,Missouri,48
1702,Marion,Ohio,77
1703,Marion,Oregon,89
1704,Marion,South Carolina,72
1705,Marion,Tennessee,75
1706,Marion,Texas,50
1707,Marion,West Virginia,72
1708,Mariposa,California,38
1709,Marlboro,South Carolina,76
1710,Marquette,Michigan,72
1711,Marquette,Wisconsin,67
1712,Marshall,Alabama,72
1713,Marshall,Illinois,72
1714,Marshall,Indiana,71
1715,Marshall,Iowa,70
1716,Marshall,Kentucky,67
1717,Marshall,Minnesota,47
1718,Marshall,Mississippi,77
1719,Marshall,Oklahoma,59
1720,Marshall,South Dakota,67
1721,Marshall,Tennessee,67
1722,Marshall,West Virginia,76
1723,Martin,Florida,78
1724,Martin,Indiana,62
1725,Martin,Kentucky,73
1726,Martin,Minnesota,80
1727,Martin,North Carolina,66
1728,Martin,Texas,71
1729,Mason,Illinois,62
1730,Mason,Kentucky,71
1731,Mason,Michigan,59
1732,Mason,Texas,62
1733,Mason,Washington,80
1734,Mason,West Virginia,71
1735,Massac,Illinois,65
1736,Matagorda,Texas,81
1737,Matanuska-Susitna Borough,Alaska,74
1738,Mathews,Virginia,72
1739,Maui,Hawaii,82
1740,Maury,Tennessee,77
1741,Maverick,Texas,72
1742,Mayes,Oklahoma,73
1743,McClain,Oklahoma,78
1744,McCook,South Dakota,84
1745,McCormick,South Carolina,64
1746,McCracken,Kentucky,73
1747,McCreary,Kentucky,72
1748,McCulloch,Texas,57
1749,McCurtain,Oklahoma,63
1750,McDonald,Missouri,72
1751,McDonough,Illinois,55
1752,McDowell,North Carolina,72
1753,McDowell,West Virginia,59
1754,McDuffie,Georgia,71
1755,McHenry,Illinois,87
1756,McHenry,North Dakota,71
1757,McIntosh,Georgia,67
1758,McIntosh,North Dakota,71
1759,McIntosh,Oklahoma,49
1760,McKean,Pennsylvania,69
1761,McKenzie,North Dakota,66
1762,McKinley,New Mexico,77
1763,McLean,Illinois,77
1764,McLean,Kentucky,61
1765,McLean,North Dakota,69
1766,McLennan,Texas,79
1767,McLeod,Minnesota,62
1768,McMinn,Tennessee,75
1769,McNairy,Tennessee,68
1770,McPherson,Kansas,70
1771,McPherson,South Dakota,41
1772,Meade,Kansas,42
1773,Meade,Kentucky,64
1774,Meade,South Dakota,72
1775,Meagher,Montana,71
1776,Mecklenburg,North Carolina,85
1777,Mecklenburg,Virginia,76
1778,Mecosta,Michigan,71
1779,Medina,Ohio,82
1780,Medina,Texas,79
1781,Meeker,Minnesota,67
1782,Meigs,Ohio,59
1783,Meigs,Tennessee,71
1784,Menard,Illinois,68
1785,Mendocino,California,79
1786,Menifee,Kentucky,73
1787,Menominee,Michigan,56
1788,Menominee,Wisconsin,65
1789,Merced,California,73
1790,Mercer,Illinois,64
1791,Mercer,Kentucky,71
1792,Mercer,Missouri,5
1793,Mercer,New Jersey,83
1794,Mercer,North Dakota,31
1795,Mercer,Ohio,72
1796,Mercer,Pennsylvania,75
1797,Mercer,West Virginia,79
1798,Meriwether,Georgia,73
1799,Merrick,Nebraska,63
1800,Merrimack,New Hampshire,79
1801,Mesa,Colorado,83
1802,Metcalfe,Kentucky,38
1803,Miami,Indiana,76
1804,Miami,Kansas,69
1805,Miami,Ohio,79
1806,Miami-Dade,Florida,86
1807,Middlesex,Connecticut,79
1808,Middlesex,Massachusetts,92
1809,Middlesex,New Jersey,86
1810,Middlesex,Virginia,57
1811,Midland,Michigan,78
1812,Midland,Texas,76
1813,Mifflin,Pennsylvania,68
1814,Milam,Texas,72
1815,Millard,Utah,63
1816,Mille Lacs,Minnesota,50
1817,Miller,Arkansas,66
1818,Miller,Georgia,77
1819,Miller,Missouri,51
1820,Mills,Iowa,62
1821,Mills,Texas,17
1822,Milwaukee,Wisconsin,84
1823,Miner,South Dakota,56
1824,Mineral,Colorado,68
1825,Mineral,Nevada,48
1826,Mineral,West Virginia,63
1827,Mingo,West Virginia,54
1828,Minidoka,Idaho,67
1829,Minnehaha,South Dakota,87
1830,Missaukee,Michigan,71
1831,Mississippi,Arkansas,64
1832,Mississippi,Missouri,44
1833,Missoula,Montana,83
1834,Mitchell,Georgia,73
1835,Mitchell,Iowa,65
1836,Mitchell,Kansas,75
1837,Mitchell,North Carolina,64
1838,Mitchell,Texas,59
1839,Mobile,Alabama,78
1840,Modoc,California,2
1841,Moffat,Colorado,69
1842,Mohave,Arizona,71
1843,Moniteau,Missouri,74
1844,Monmouth,New Jersey,88
1845,Mono,California,73
1846,Monona,Iowa,71
1847,Monongalia,West Virginia,78
1848,Monroe,Alabama,69
1849,Monroe,Arkansas,64
1850,Monroe,Florida,77
1851,Monroe,Georgia,77
1852,Monroe,Illinois,74
1853,Monroe,Indiana,75
1854,Monroe,Iowa,33
1855,Monroe,Kentucky,61
1856,Monroe,Michigan,83
1857,Monroe,Mississippi,81
1858,Monroe,Missouri,9
1859,Monroe,New York,86
1860,Monroe,Ohio,61
1861,Monroe,Pennsylvania,88
1862,Monroe,Tennessee,76
1863,Monroe,West Virginia,55
1864,Monroe,Wisconsin,72
1865,Montague,Texas,70
1866,Montcalm,Michigan,85
1867,Monterey,California,80
1868,Montezuma,Colorado,68
1869,Montgomery,Alabama,84
1870,Montgomery,Arkansas,38
1871,Montgomery,Georgia,55
1872,Montgomery,Illinois,68
1873,Montgomery,Indiana,73
1874,Montgomery,Iowa,70
1875,Montgomery,Kansas,68
1876,Montgomery,Kentucky,85
1877,Montgomery,Maryland,92
